trace_id,mode,source_file,entries,unique_cells,path_length_m,step_mean_m,step_std_m,signal_mean_dbm,signal_std_dbm
car:signal-2023-07-18.csv,car,signal-2023-07-18.csv,1544,88,49514.25857873395,32.08960374512893,75.29701799066108,-101.07901554404144,10.581669802938052
car:signal-2023-07-20.csv,car,signal-2023-07-20.csv,1504,26,27345.34695462497,18.19384361585161,47.98946793007394,-109.41156914893617,9.5503369209536
car:signal-2023-07-21.csv,car,signal-2023-07-21.csv,187,12,2234.7664399711684,12.014873333178326,31.83426576718453,-108.45989304812834,8.542579479272307
car:signal-2023-07-22.csv,car,signal-2023-07-22.csv,1701,79,69905.27048960626,41.120747346827216,101.00466636318596,-102.26690182245738,8.216458246087686
car:signal-2023-07-23.csv,car,signal-2023-07-23.csv,1967,43,27487.31357993792,13.981339562532002,44.56452264035891,-111.23792577529233,9.904081177170692
car:signal-2023-07-24.csv,car,signal-2023-07-24.csv,585,90,100804.70611721776,172.6107981459208,135.6994985519359,-99.02735042735044,9.867633562565231
car:signal-2023-08-06.csv,car,signal-2023-08-06.csv,1043,105,108182.49742550855,103.82197449664928,115.36601895622792,-101.93096836049855,12.23268454436677
car:signal-2023-08-07.csv,car,signal-2023-08-07.csv,1061,38,25020.02359772646,23.603795846911755,53.857946807776976,-109.17059377945334,8.205542971838897
car:signal-2023-08-08.csv,car,signal-2023-08-08.csv,1395,85,57385.54645975295,41.16610219494473,80.28284448091051,-100.44372759856633,9.661375363716564
car:signal-2023-08-11.csv,car,signal-2023-08-11.csv,589,27,29978.414344169498,50.98369786423384,66.42679231161075,-101.5993208828523,9.23448910403191
car:signal-2023-08-13.csv,car,signal-2023-08-13.csv,177,9,4656.934690388994,26.45985619539201,39.27645494873994,-97.61581920903954,11.58946426527194
car:signal-2023-08-14.csv,car,signal-2023-08-14.csv,1081,70,90112.05516255392,83.43708811347584,81.45560783313655,-98.41350601295098,9.25865161881199
car:signal-2023-08-15.csv,car,signal-2023-08-15.csv,295,55,32609.989877730037,110.91833291744908,145.27661984210056,-98.43050847457629,9.987844378777332
car:signal-2023-08-16.csv,car,signal-2023-08-16.csv,247,48,32312.34922692582,131.35101311758464,159.0127346736383,-100.04048582995952,9.55732653267787
car:signal-2023-08-18.csv,car,signal-2023-08-18.csv,506,64,62134.11939196428,123.03786018210748,145.16151469034625,-93.79644268774705,10.629405257126711
car:signal-2023-08-20.csv,car,signal-2023-08-20.csv,1114,54,61720.27904004276,55.4539793711076,296.4433458693694,-109.8815080789946,10.994953921198997
car:signal-2023-08-22.csv,car,signal-2023-08-22.csv,712,84,65946.0177058063,92.75107975500184,108.16308789206282,-95.31039325842696,10.386519129170688
car:signal-2023-08-27.csv,car,signal-2023-08-27.csv,1280,123,113200.45622010992,88.50700251767782,100.79160730338484,-99.121875,11.272788984292015
car:signal-2023-08-30.csv,car,signal-2023-08-30.csv,368,26,25289.263523215493,68.90807499513758,89.68048383197171,-95.41032608695652,11.695762977796605
car:signal-2023-09-02.csv,car,signal-2023-09-02.csv,510,65,74917.63842102251,147.18593010024068,171.01492000075174,-96.86470588235294,9.87387766825234
car:signal-2023-09-04.csv,car,signal-2023-09-04.csv,743,61,57033.12354871031,76.86404790931309,94.29575170946654,-96.48317631224764,11.374308119635588
car:signal-2023-09-07.csv,car,signal-2023-09-07.csv,603,58,43405.85530710775,72.10274967958098,85.5383453600048,-98.76451077943616,12.687241768773209
car:signal-2023-09-09.csv,car,signal-2023-09-09.csv,1409,77,64979.884247800685,46.15048597144935,106.53264722201924,-106.48119233498936,13.089844898179448
car:signal-2023-09-10.csv,car,signal-2023-09-10.csv,721,86,63844.56365705035,88.67300507923659,127.86768720975148,-96.14008321775312,10.590397581592915
car:signal-2023-09-11.csv,car,signal-2023-09-11.csv,536,55,41852.149514119366,78.22831684882125,92.7870360542635,-95.42723880597016,11.374326477799412
car:signal-2023-09-13.csv,car,signal-2023-09-13.csv,618,56,41700.88827480426,67.58652880843478,119.68644943044038,-94.69417475728156,9.65666252465576
car:signal-2023-09-14.csv,car,signal-2023-09-14.csv,645,69,63401.76690447074,98.44994860942664,129.81382457750794,-100.48217054263566,9.76205634720236
car:signal-2023-09-16.csv,car,signal-2023-09-16.csv,285,52,31273.16447953474,110.11677633638992,138.67735534241098,-99.68070175438596,10.102621487072035
car:signal-2023-09-19.csv,car,signal-2023-09-19.csv,729,56,41336.21814783637,56.78051943384116,87.79300456003821,-93.18655692729769,10.247193617480788
car:signal-2023-09-20.csv,car,signal-2023-09-20.csv,1436,34,41373.28392350617,28.83155674111928,61.2432977826112,-105.63300835654596,11.186803164644408
car:signal-2023-09-23.csv,car,signal-2023-09-23.csv,680,57,62940.6197178612,92.69605260362474,131.94336411831432,-99.64852941176471,11.230014832202516
car:signal-2023-09-26.csv,car,signal-2023-09-26.csv,854,96,71498.32015841629,83.81983605910467,110.1129283401777,-96.59250585480092,10.531996083168076
car:signal-2023-09-27.csv,car,signal-2023-09-27.csv,738,75,56660.56458295687,76.88000621839467,79.51063084423429,-97.9037940379404,9.805850348257955
car:signal-2023-10-04.csv,car,signal-2023-10-04.csv,1608,94,59380.67324534511,36.95125902012764,60.09808090303067,-95.7860696517413,9.071043809625415
car:signal-2023-10-06.csv,car,signal-2023-10-06.csv,685,37,40569.95999332552,59.31280700778584,78.59724368572165,-103.77664233576644,7.94753106568067
car:signal-2023-10-09.csv,car,signal-2023-10-09.csv,981,63,49114.91965916513,50.11726495833176,75.6785189308258,-98.13251783893986,11.582737545716189
car:signal-2023-10-10.csv,car,signal-2023-10-10.csv,433,41,28945.523986081545,67.00352774555914,88.09143988763188,-99.1916859122402,11.35782584882351
car:signal-2023-10-11.csv,car,signal-2023-10-11.csv,560,57,41093.59366780182,73.5126899245113,84.71115755019287,-91.87857142857143,11.093413655435924
car:signal-2023-10-12.csv,car,signal-2023-10-12.csv,503,63,40857.14155341838,81.38872819406052,109.28585354730058,-93.18886679920476,10.557902230608343
car:signal-2023-10-27.csv,car,signal-2023-10-27.csv,1051,55,43869.94324712113,41.78089833059156,86.68606022521959,-103.4348239771646,9.402020423919229
car:signal-2023-11-18.csv,car,signal-2023-11-18.csv,3375,277,246372.5090351875,73.02089775790975,83.21217921491902,-104.23437037037036,10.884574379293932
new:2025-03-20-18-18-54.csv,new,2025-03-20-18-18-54.csv,2623,130,119312.67147816844,45.50445136467141,18.48214678531537,-95.91040792985132,11.255124572885414
new:2025-03-21-23-06-05.csv,new,2025-03-21-23-06-05.csv,2611,173,125701.9953834991,48.1616840549805,48.87002172332774,-98.23822290310224,10.641071895694584
new:2025-03-22-12-31-42.csv,new,2025-03-22-12-31-42.csv,100,8,4675.891768746065,47.23122998733399,9.541988977414878,-104.47,9.225459338157638
new:2025-03-22-16-06-09.csv,new,2025-03-22-16-06-09.csv,237,11,11832.885178223902,50.13934397552501,14.642986458176438,-95.32489451476792,10.951751323710017
new:2025-03-22-17-00-37.csv,new,2025-03-22-17-00-37.csv,58,5,2807.596918459668,49.256086288766106,13.133413678858306,-87.87931034482759,8.802581099151224
new:2025-03-22-21-06-20.csv,new,2025-03-22-21-06-20.csv,436,24,19681.91926204016,45.24579140698887,13.342237402195783,-100.3302752293578,12.275548191852252
new:2025-03-23-20-42-39.csv,new,2025-03-23-20-42-39.csv,1645,86,71976.80572570725,43.78151199860538,19.09223659104423,-101.09118541033436,9.822940774742708
new:2025-03-24-19-51-18.csv,new,2025-03-24-19-51-18.csv,995,74,44816.01675338439,45.08653596919958,20.71132805034133,-93.25427135678392,10.51539523897664
new:2025-03-25-19-36-53.csv,new,2025-03-25-19-36-53.csv,2088,130,91927.54145307172,44.047695952597856,20.851344693838225,-98.29166666666669,10.050194309133618
new:2025-03-26-19-57-14.csv,new,2025-03-26-19-57-14.csv,1412,52,58631.91726023732,41.5534495111533,18.152974913202083,-101.17209631728043,10.47502021859424
new:2025-03-27-15-48-36.csv,new,2025-03-27-15-48-36.csv,1192,83,54055.08516010799,45.38630156180352,28.226299853849664,-94.45973154362416,10.904253338378044
new:2025-03-27-20-20-23.csv,new,2025-03-27-20-20-23.csv,305,37,8311.839922634555,27.341578692876823,24.12110326605997,-102.01639344262296,10.87860255502152
new:2025-03-29-23-29-29.csv,new,2025-03-29-23-29-29.csv,2392,133,113313.3991667926,47.39163495056152,40.30211476978674,-96.8076923076923,10.183302009911024
new:2025-03-30-19-30-56.csv,new,2025-03-30-19-30-56.csv,1751,96,76029.44609110973,43.445397766348414,18.085320220847997,-101.12221587664192,10.592979739502365
new:2025-04-02-18-05-08.csv,new,2025-04-02-18-05-08.csv,1340,90,60357.43030385127,45.07649761303306,34.00571756162867,-99.59402985074628,9.969249445498477
new:2025-04-03-23-38-46.csv,new,2025-04-03-23-38-46.csv,1243,50,51875.40056729228,41.76763330699861,17.77212808977778,-99.61061946902656,10.398014068039046
new:2025-04-04-17-02-10.csv,new,2025-04-04-17-02-10.csv,1769,118,74178.00613446745,41.95588582266258,20.84254345641001,-99.28829847371397,10.40130247362178
new:2025-04-04-21-33-44.csv,new,2025-04-04-21-33-44.csv,780,40,36337.28870379246,46.646070223096864,15.260316283320888,-99.6025641025641,9.230300914046062
new:2025-04-05-22-44-11.csv,new,2025-04-05-22-44-11.csv,3331,188,154147.44120225316,46.29052288355951,43.24406714837529,-98.9996997898529,10.599601218542675
new:2025-04-06-16-59-07.csv,new,2025-04-06-16-59-07.csv,1079,85,46636.46568331186,43.262027535539765,17.239699788755612,-100.16589434661724,9.43271891884816
new:2025-04-06-19-38-24-l.csv,new,2025-04-06-19-38-24-l.csv,1547,68,79161.88103643083,51.20432149833818,27.204115335007327,-96.75177763413058,14.885659502721609
new:2025-04-07-19-12-33.csv,new,2025-04-07-19-12-33.csv,990,87,45232.59761295415,45.73569020521147,14.835947520470569,-95.46060606060604,10.220990663225392
new:2025-04-08-19-07-47.csv,new,2025-04-08-19-07-47.csv,768,47,33552.931703370945,43.745673668019485,15.585359758039877,-99.84765625,10.809138192528083
new:2025-04-09-18-32-57.csv,new,2025-04-09-18-32-57.csv,1458,66,64989.7191466721,44.60516070464797,20.166010351010947,-99.91906721536353,10.319599592785858
new:2025-04-10-23-07-36.csv,new,2025-04-10-23-07-36.csv,2099,112,92362.7102366172,44.0241707514858,18.59901900333287,-100.00285850404954,10.28326723218573
new:2025-04-12-10-24-11.csv,new,2025-04-12-10-24-11.csv,1184,99,50604.51252245296,42.77642647713691,21.54313948794358,-101.8141891891892,10.31919302139736
new:2025-04-12-14-25-55.csv,new,2025-04-12-14-25-55.csv,1930,113,77591.81677524926,40.223855248962806,31.170905259270757,-102.58031088082902,9.754447685250316
new:2025-04-14-00-07-13.csv,new,2025-04-14-00-07-13.csv,1064,57,48293.20266332371,45.43104671996586,35.557441617775446,-99.37124060150376,9.5584057386899
new:2025-04-15-19-01-19.csv,new,2025-04-15-19-01-19.csv,982,93,47599.45340940741,48.521359234869934,48.88002755922256,-92.18635437881872,10.31691792480117
new:2025-04-16-18-58-46.csv,new,2025-04-16-18-58-46.csv,1595,85,71907.54968014846,45.11138624852475,15.550679037973552,-98.99811912225704,10.021575294529756
new:2025-04-17-16-37-39.csv,new,2025-04-17-16-37-39.csv,729,52,35656.30104701135,48.97843550413647,41.34311148743636,-91.19067215363512,10.228694714877244
new:2025-04-19-21-35-25.csv,new,2025-04-19-21-35-25.csv,1343,91,55500.587969740605,41.35662292827169,26.23898304604264,-98.57781087118391,12.007865961406493
train:signal-2023-11-08.csv,train,signal-2023-11-08.csv,467,93,72314.43569932606,155.18119248782415,311.6903524143351,-99.0813704496788,9.162920801139178
walk:signal-2023-09-24.csv,walk,signal-2023-09-24.csv,200,8,1167.251100397044,5.865583419080623,4.877407189224668,-104.135,5.288362222843666
walk:signal-2023-10-03.csv,walk,signal-2023-10-03.csv,213,11,2282.382170529801,10.765953634574531,8.471617290753962,-107.10328638497651,7.43728953212461
walk:signal-2023-11-03.csv,walk,signal-2023-11-03.csv,238,4,1644.9594275516135,6.94075707827685,8.222257323720994,-105.15546218487395,7.37507951791903
